NED,1948,Winter,Netherlands
SWE,2000,Summer,Sweden-2
TUR,2016,Summer,Turkey
AND,1984,Summer,Andorra
CHN,1988,Summer,China-2
SUI,1988,Winter,Switzerland-2
KAZ,2008,Summer,Kazakhstan
JPN,1936,Winter,Japan
ESP,1900,Summer,Spain
SWE,1948,Summer,Sweden
ETH,2010,Winter,Ethiopia
ITA,1936,Winter,Italy-1
AUS,1956,Winter,Australia
TGA,1996,Summer,Tonga
NOR,2004,Summer,Norway-1
BEL,1920,Summer,Belgium-3
TTO,1980,Summer,Trinidad and Tobago
SEN,1980,Summer,Senegal
GBR,1996,Summer,Great Britain-1
UGA,1968,Summer,Uganda
GUA,1972,Summer,Guatemala
GBR,1936,Summer,Great Britain
IRQ,1964,Summer,Iraq
NOR,1964,Winter,Norway-1
CZE,2004,Summer,Czech Republic-1
NOR,1936,Summer,Lully II
FRA,1900,Summer,Club Nautique de Lyon-2
GDR,1972,Summer,East Germany-3
NED,2008,Summer,Nadine
RUS,1994,Winter,Russia-2
CAN,1988,Winter,Canada-2
SWE,1956,Winter,Sweden-2
USA,1924,Summer,United States-1
TKM,2016,Summer,Turkmenistan
MDV,1996,Summer,Maldives
URU,1972,Summer,Uruguay
BEL,1900,Summer,Belgium-1
JAM,1992,Winter,Jamaica-1
ISV,2004,Summer,United States Virgin Islands
MAR,2014,Winter,Morocco
ECU,1976,Summer,Ecuador
IRL,1960,Summer,Aletta
AUT,1964,Summer,Austria
POR,1952,Summer,Alcaid
TOG,2004,Summer,Togo
USA,1928,Winter,United States
CRC,1984,Winter,Costa Rica
USA,1904,Summer,St. Louis Southwest Turnverein #1-2
RSA,2000,Summer,South Africa
NED,2006,Winter,Netherlands-1
FRA,1928,Summer,France
GUI,2008,Summer,Guinea
AUT,1936,Winter,Austria-1
TGA,2012,Summer,Tonga
LUX,1984,Summer,Luxembourg
FIN,1952,Winter,Finland
BOL,1992,Summer,Bolivia
GBR,1908,Summer,K Division Metropolitan Police Team-3
VAN,2000,Summer,Vanuatu
GBR,1980,Summer,Great Britain
KOR,1960,Winter,South Korea
FRA,1928,Summer,Cupidon Viking
POR,1960,Summer,Grifo III
LAT,1992,Summer,Latvia
TUR,1988,Winter,Turkey
GAM,2016,Summer,Gambia
PAK,1984,Summer,Pakistan
USA,1998,Winter,United States-1
SVK,2008,Summer,Slovakia
AHO,1960,Summer,Netherlands Antilles
FIN,1956,Winter,Finland
DEN,1992,Summer,Denmark-2
LIB,1964,Summer,Lebanon
RUS,1998,Winter,Russia-1
ITA,1976,Winter,Italy
BUL,2010,Winter,Bulgaria
BEN,2004,Summer,Benin
MOZ,2000,Summer,Mozambique
SMR,2000,Summer,San Marino
GRE,1906,Summer,Greece-2
AHO,1972,Summer,Netherlands Antilles
USA,2014,Winter,United States-1
NOR,1948,Summer,Pan
ITA,1968,Summer,Italy
NOR,2016,Summer,Norway
COL,2004,Summer,Colombia
SLE,2000,Summer,Sierra Leone
POL,2002,Winter,Poland
URS,1972,Winter,Soviet Union
MYA,1984,Summer,Myanmar
SUD,1968,Summer,Sudan
GHA,2008,Summer,Ghana
AUT,1994,Winter,Austria-1
NZL,1900,Summer,"Osborne Swimming Club, Manchester"
LBR,1964,Summer,Liberia
GBR,1908,Summer,Ireland-2
ISL,2008,Summer,Iceland
LAT,2012,Summer,Latvia
EGY,1972,Summer,Egypt
ITA,1948,Summer,Enotria
SCG,2006,Winter,Serbia and Montenegro
GUY,2000,Summer,Guyana
CAN,1960,Winter,Canada
USA,1932,Summer,United States
ITA,1980,Winter,Italy
GBR,2002,Winter,Great Britain-1
KUW,2000,Summer,Kuwait
ITA,1928,Summer,Bamba
SWE,1912,Summer,Gteborgs Roddklubb-1
GRE,1906,Summer,Omilos Ereton Peiraios-2
ARG,2004,Summer,Argentina-2
ISV,1994,Winter,United States Virgin Islands
ITA,1956,Summer,Romolo
KOR,1956,Summer,South Korea
FRA,1994,Winter,France
SOL,1984,Summer,Solomon Islands
GER,1964,Summer,Tantalus
LIE,2006,Winter,Liechtenstein
CYP,2000,Summer,Cyprus
LIB,2012,Summer,Lebanon
TCH,1920,Summer,Czechoslovakia-3
HUN,1928,Summer,Hungaria
ESA,2008,Summer,El Salvador
UZB,2016,Summer,Uzbekistan
USA,1956,Summer,Spirit III
CAN,1904,Summer,Canada
SWE,1906,Summer,Sweden
BUL,1992,Winter,Bulgaria
SGP,1960,Summer,Singapore
ITA,1948,Summer,Ciocca II
PHI,1996,Summer,Philippines
IRL,1980,Summer,Ireland
ITA,1900,Summer,Italy
TTO,1992,Summer,Trinidad and Tobago
SEN,1992,Summer,Senegal
IND,2016,Summer,India
HUN,1972,Summer,Hungary
USA,1936,Winter,United States
ITA,1976,Winter,Italy-3
BEL,1924,Winter,Belgium
ARG,1964,Summer,Argentina
AUS,1964,Summer,Maryke
FRA,1936,Summer,France
JPN,1998,Winter,Japan
DEN,1968,Summer,Denmark
URU,1996,Summer,Uruguay
PER,1948,Summer,Peru
GBR,1900,Summer,"BLO Polo Club, Rugby"
ZAM,2004,Summer,Zambia
COL,1936,Summer,Colombia
GBR,1948,Summer,Swift
ITA,1996,Summer,Italy
POR,1936,Summer,Portugal
PLE,2004,Summer,Palestine
IRI,1964,Summer,Iran
MKD,2012,Summer,Macedonia
IRI,1948,Summer,Iran
POL,1976,Winter,Poland
NZL,1980,Summer,New Zealand
JPN,2014,Winter,Japan
EST,1928,Summer,Tutti V
BUL,1988,Winter,Bulgaria-1
POL,1952,Winter,Poland
MRI,2000,Summer,Mauritius
NOR,2000,Summer,Norway
MYA,1988,Summer,Myanmar
JAM,1980,Summer,Jamaica
GBR,1928,Winter,Great Britain-1
MGL,1964,Summer,Mongolia
GBR,1908,Summer,Leander Club #1-1
BEL,1994,Winter,Belgium
PHI,2012,Summer,Philippines
ESP,1998,Winter,Spain
ITA,1976,Winter,Italy-2
VEN,2014,Winter,Venezuela
MAW,2012,Summer,Malawi
SWE,2008,Summer,Solos Carex
SUI,1980,Winter,Switzerland
HUN,1956,Winter,Hungary
RWA,2004,Summer,Rwanda
GBR,1994,Winter,Great Britain-2
FRA,1900,Summer,Crabe I-3
LTU,1994,Winter,Lithuania
COK,2012,Summer,Cook Islands
BRA,2000,Summer,Brazil
MHL,2008,Summer,Marshall Islands
SUI,1984,Winter,Switzerland-1
DEN,1908,Summer,Denmark
BAH,2016,Summer,Bahamas
VEN,2002,Winter,Venezuela
TTO,2016,Summer,Trinidad and Tobago
GBR,1908,Summer,Leander Club #2-2
BEL,1948,Winter,Belgium-1
BAH,1960,Summer,John B
SWE,1952,Summer,Hojwa
SKN,2004,Summer,Saint Kitts and Nevis
SYR,2004,Summer,Syria
IND,1988,Winter,India
ANT,2004,Summer,Antigua and Barbuda
VEN,1988,Summer,Venezuela
FRA,1952,Summer,Virginie
AUS,1952,Summer,Vinha
ARG,2012,Summer,Argentina
TCH,1932,Summer,Czechoslovakia
FIN,1924,Summer,Finland-1
LIE,2008,Summer,Liechtenstein
ITA,1980,Winter,Italy-2
NOR,1912,Summer,Kristiania Roklub-1
ZIM,2000,Summer,Zimbabwe
GBR,1908,Summer,Wolseley-Siddeley-1
RUS,2006,Winter,Russia-2
ROU,1932,Winter,Romania
CAN,1956,Winter,Canada-1
IRI,2012,Summer,Iran
CAN,1952,Summer,Whirlaway
CHI,1936,Summer,Chile
LUX,1992,Summer,Luxembourg
DEN,1964,Summer,Denmark
IVB,1984,Winter,British Virgin Islands
AUS,1960,Summer,Falcon VI
USA,2002,Winter,United States-1
DOM,1964,Summer,Dominican Republic
THA,2000,Summer,Thailand
AUT,1980,Summer,Austria
SUI,1968,Winter,Switzerland-1
NED,1964,Summer,Netherlands
JPN,1996,Summer,Japan-1
DEN,1952,Summer,Jill
FRA,1900,Summer,Colette-12
CRC,2008,Summer,Costa Rica
GUA,2016,Summer,Guatemala
MAR,1960,Summer,Morocco
FRA,1900,Summer,Mamie-4
ESP,1932,Summer,Spain
JPN,1960,Summer,Danaldo
TCH,1988,Winter,Czechoslovakia
FIN,1964,Summer,Squid III
IND,2000,Summer,India
YUG,1956,Winter,Yugoslavia
USA,1956,Summer,Rush IV
USA,2010,Winter,United States
SWE,1960,Summer,Lasha
BEL,1976,Summer,Belgium
SWE,2016,Summer,Sweden
GBR,1908,Summer,Leander Club-1
ETH,1964,Summer,Ethiopia
GBR,1900,Summer,Laurea-1
NOR,1952,Summer,Norway
BEN,1988,Summer,Benin
NOR,1904,Summer,"Norwegier Turnverein, Brooklyn"
BEL,1952,Summer,Belgium
ESA,1988,Summer,El Salvador
NED,1988,Winter,Netherlands
ESP,1984,Summer,Spain
TCH,1960,Summer,Czechoslovakia
POR,1988,Summer,Portugal
BEL,1956,Summer,Belgium
AUS,2008,Summer,Quando Quando
GEQ,1984,Summer,Equatorial Guinea
USA,1948,Summer,Rhythm
FRA,1900,Summer,Plume-patte-32
SVK,2014,Winter,Slovakia-2
CHI,2004,Summer,Chile
SLE,2008,Summer,Sierra Leone
FRA,1900,Summer,Hb-20
TPE,1960,Summer,Chinese Taipei
TCH,1972,Summer,Czechoslovakia
PRK,1972,Summer,North Korea
USA,1904,Summer,"Norwegier Turnverein, Brooklyn"
HKG,1972,Summer,Hong Kong
DEN,1900,Summer,Denmark/Sweden
BRA,1952,Summer,Brazil
BRA,2004,Summer,Brazil-1
FRG,1984,Winter,West Germany-2
TUR,1936,Summer,Turkey
SGP,1992,Summer,Singapore
PHI,1960,Summer,Philippines
CYP,1988,Summer,Cyprus
MON,1948,Summer,Monaco
TPE,1972,Summer,Chinese Taipei
SOL,1992,Summer,Solomon Islands
USA,1904,Summer,"Turnverein Vorwrts, Chicago"
FRA,1996,Summer,France-2
USA,1968,Summer,United States
TUR,1906,Summer,Turkey
SAM,1984,Summer,Samoa
SUR,1976,Summer,Suriname
TCH,1972,Summer,Czechoslovakia-2
DEN,1998,Winter,Denmark
ARM,1996,Summer,Armenia
ESP,1960,Summer,Spain
LCA,2016,Summer,Saint Lucia
NZL,1992,Summer,New Zealand
FIJ,2008,Summer,Fiji
CAN,1984,Winter,Canada-3
IRL,1964,Summer,Akatonbo
MOZ,2004,Summer,Mozambique
VIE,2012,Summer,Vietnam
USA,1984,Winter,United States-3
USA,1976,Winter,United States-1
HAI,2016,Summer,Haiti
ITA,1964,Summer,Grifone
UZB,2000,Summer,Uzbekistan
MON,1988,Winter,Monaco
ROU,1976,Summer,Romania
TCH,1956,Winter,Czechoslovakia
GRE,1906,Summer,"Phalainis ton Thorichtou ""Psara""-3"
LAT,2012,Summer,Latvia-2
IND,1928,Summer,India
CAN,1988,Winter,Canada-1
ISL,1956,Winter,Iceland
SRB,2014,Winter,Serbia
SUI,1992,Winter,Switzerland
JPN,2002,Winter,Japan
ROU,1952,Summer,Romania
SOL,2012,Summer,Solomon Islands
SAM,1996,Summer,Samoa
LES,2004,Summer,Lesotho
URS,1960,Summer,Persey
GUY,1956,Summer,Guyana
AUS,1936,Summer,Australia
ASA,2016,Summer,American Samoa
RUS,1924,Summer,Russia
AUT,1998,Winter,Austria-1
FRA,1900,Summer,Turquoise-3
ROU,1956,Summer,Romania
ITA,1952,Winter,Italy
GBR,2008,Summer,Great Britain-2
ARM,2012,Summer,Armenia
SUI,1924,Winter,Switzerland-1
MON,2012,Summer,Monaco
GBR,1972,Winter,Great Britain
FRA,1992,Summer,France-2
CAN,1908,Summer,Canada
GER,1952,Winter,Germany-2
AUT,2014,Winter,Austria-1
JPN,2000,Summer,Japan-2
BEL,1928,Winter,Belgium-1
POL,2008,Summer,Poland-2
PAN,1976,Summer,Panama
NOR,1968,Winter,Norway
URU,2016,Summer,Uruguay
FRG,1988,Summer,West Germany
AUT,1936,Summer,Breslau
BER,1948,Summer,Bermuda
ARM,1998,Winter,Armenia
GER,1956,Winter,Germany-2
FRA,1904,Summer,Chicago Athletic Association
RUS,2012,Summer,Russia-1
ANG,1996,Summer,Angola
RSA,2016,Summer,South Africa
YUG,1928,Winter,Yugoslavia
POL,2016,Summer,Poland
AUT,2002,Winter,Austria-1
USA,1964,Summer,United States
DEN,1992,Summer,Denmark-1
GER,1900,Summer,Deutscher Schwimm Verband Berlin
RUS,1998,Winter,Russia
ARG,1960,Summer,Tango
ARM,2014,Winter,Armenia
LBA,1968,Summer,Libya
SVK,2006,Winter,Slovakia
GRE,1976,Summer,Greece
SUI,1994,Winter,Switzerland-1
USA,1904,Summer,"Turnverein Vorwrts, Cleveland"
ALG,2012,Summer,Algeria
CRC,1988,Summer,Costa Rica
FRA,2014,Winter,France
EST,2012,Summer,Estonia
CHN,2008,Summer,China
BEL,2006,Winter,Belgium
BUL,1968,Summer,Bulgaria
AUT,1956,Winter,Austria
NRU,2004,Summer,Nauru
NED,2008,Summer,Netherlands-2
ITA,1932,Summer,Italy
USA,1996,Summer,United States
NAM,1992,Summer,Namibia
RWA,1988,Summer,Rwanda
GBR,2010,Winter,Great Britain-2
POL,1936,Summer,Danuta
IRL,1998,Winter,Ireland-2
PRK,1988,Winter,North Korea
USA,1964,Winter,United States-2
POR,2008,Summer,Galopin De La Font
DOM,1992,Summer,Dominican Republic
VAN,1988,Summer,Vanuatu
GER,1994,Winter,Germany
CGO,1984,Summer,Congo (Brazzaville)
ARG,1932,Summer,Argentina
BAN,1996,Summer,Bangladesh
GBR,1920,Summer,Ancora
FRA,1906,Summer,Smyrna
ISV,1988,Summer,United States Virgin Islands
RSA,1904,Summer,South Africa
NOR,1908,Summer,Norwegian Rowing Association
SUI,1964,Summer,Alain IV
SEY,1996,Summer,Seychelles
JOR,2008,Summer,Jordan
GRN,2012,Summer,Grenada
TUN,2000,Summer,Tunisia
NED,1936,Summer,Nrnberg
BER,1960,Summer,Bermudian
NOR,2004,Summer,Norway
GBR,1960,Summer,Twinkle
UGA,1996,Summer,Uganda
SLE,1988,Summer,Sierra Leone
JPN,1952,Winter,Japan
GBR,1928,Summer,Great Britain
GBR,1896,Summer,Great Britain
YUG,1932,Summer,Yugoslavia
NAM,2012,Summer,Namibia
CHN,2010,Winter,China
DEN,1980,Summer,Denmark
CGO,1996,Summer,Congo (Brazzaville)
NOR,1964,Winter,Norway
USA,2012,Summer,United States
BEL,1964,Winter,Belgium
IND,1968,Winter,India
PER,1988,Summer,Peru
GBR,1912,Summer,England-1
GBR,1952,Summer,Sabre
NIG,1992,Summer,Niger
IOA,1992,Summer,Individual Olympic Athletes
SWE,1976,Summer,Sweden
MTN,2008,Summer,Mauritania
POR,1964,Summer,Faneca
INA,2000,Summer,Indonesia
FIJ,1988,Summer,Fiji
LTU,1998,Winter,Lithuania
ITA,1960,Summer,Italy
ESP,1992,Summer,Spain
COL,2008,Summer,Colombia
RSA,1920,Summer,South Africa
CAN,1964,Winter,Canada
TTO,1994,Winter,Trinidad and Tobago
BUL,1964,Summer,Bulgaria
GEQ,1992,Summer,Equatorial Guinea
AUT,1976,Winter,Austria-1
FIN,1972,Winter,Finland
ARG,1960,Summer,Argentina
MYA,2016,Summer,Myanmar
NOR,1912,Summer,Magda IX
LTU,2014,Winter,Lithuania
ITA,1952,Winter,Italy-2
GBR,1992,Winter,Great Britain-2
AUT,1952,Winter,Austria-1
FRA,1932,Summer,Tramontane
FRA,1900,Summer,Libellule de Paris-3
ARG,1952,Summer,Djinn
SUI,1972,Winter,Switzerland-2
FRA,1900,Summer,Scamasaxe-3
FRA,1920,Summer,France
LUX,1972,Summer,Luxembourg
CHA,1988,Summer,Chad
USA,1904,Summer,Potomac Archers
ITA,1928,Winter,Italy
AUT,2016,Summer,Austria-2
BUL,1996,Summer,Bulgaria
DEN,1932,Summer,Denmark
THA,1960,Summer,Siames-Cat
CHI,1988,Summer,Chile
POR,1920,Summer,Portugal
COK,1992,Summer,Cook Islands
NOR,1952,Winter,Norway-2
VNM,1968,Summer,South Vietnam
GER,1928,Winter,Germany-2
KIR,2016,Summer,Kiribati
GUY,2004,Summer,Guyana
HUN,1952,Winter,Hungary-1
YUG,1972,Summer,Yugoslavia
SVK,2010,Winter,Slovakia
AZE,2004,Summer,Azerbaijan
FIN,1924,Summer,Finland-2
GBR,1988,Summer,Great Britain-2
DEN,2016,Summer,Denmark
USA,1972,Winter,United States-3
NEP,2014,Winter,Nepal
PLW,2012,Summer,Palau
CAN,1972,Winter,Canada-2
GEO,1994,Winter,Georgia
SUD,1996,Summer,Sudan
IOA,2016,Summer,Individual Olympic Athletes
ISR,2002,Winter,Israel
ITA,1956,Winter,Italy
ROU,1948,Winter,Romania
SWE,1992,Summer,Sweden-1
CHN,1992,Winter,China
LCA,2000,Summer,Saint Lucia
UKR,2000,Summer,Ukraine
NOR,1994,Winter,Norway
SWE,1920,Summer,Kullan
HAI,1976,Summer,Haiti
MDA,2008,Summer,Moldova
MKD,2016,Summer,Macedonia
GER,1964,Winter,Germany
MYA,1972,Summer,Myanmar
PAR,1972,Summer,Paraguay
BAR,1988,Summer,Barbados
MOZ,1988,Summer,Mozambique
FRA,1900,Summer,Singy-37
AUT,1924,Winter,Austria
NED,1906,Summer,Netherlands
AUS,1980,Summer,Australia
ANG,1992,Summer,Angola
FIN,1948,Summer,Lucky Star
YUG,1924,Winter,Yugoslavia
SAM,2012,Summer,Samoa
FRA,1900,Summer,Stade Franais AC-2
BRA,1994,Winter,Brazil
FRG,1976,Summer,West Germany
MAR,1972,Summer,Morocco
DEN,1924,Summer,Bonzo
BEL,1906,Summer,Royal Club Nautique de Gand
BAH,1960,Summer,Gem VII
USA,1932,Winter,United States-2
DEN,1960,Summer,Denmark
GER,1992,Summer,Germany-1
FRA,1900,Summer,Quand-Mme-2
PUR,2004,Summer,Puerto Rico
SUD,2012,Summer,Sudan
NED,1960,Summer,Daisy
KOR,2010,Winter,South Korea
INA,1996,Summer,Indonesia-2
SGP,2000,Summer,Singapore
NZL,1928,Summer,New Zealand
IRQ,1948,Summer,Iraq
SWE,1912,Summer,Sass-2
INA,1960,Summer,Tengiri
SWE,1908,Summer,Freja
ITA,2016,Summer,Italy
CAN,1984,Summer,Canada
EGY,2012,Summer,Egypt
TCH,1920,Summer,Czechoslovakia-1
BAH,2004,Summer,Bahamas
GRE,1906,Summer,Royal Club Nautique de Gand
FRA,1988,Summer,France
MDA,2010,Winter,Moldova
GER,2016,Summer,Germany-2
GEO,2010,Winter,Georgia
NOR,1924,Summer,Bera
GHA,1972,Summer,Ghana
RSA,1952,Summer,South Africa
USA,1904,Summer,New York Athletic Club #2-4
JAM,1976,Summer,Jamaica
ISL,1972,Summer,Iceland
ITA,1924,Winter,Italy-1
MLT,2014,Winter,Malta
LIB,1972,Winter,Lebanon
SUI,1928,Winter,Switzerland
MAS,1996,Summer,Malaysia-2
GUA,1980,Summer,Guatemala
BRU,2016,Summer,Brunei
CAN,1932,Winter,Canada-2
TUR,1936,Summer,Marmara
RSA,2006,Winter,South Africa
USA,1972,Summer,United States-1
GRE,1906,Summer,Omas Helliniki P. S.
NED,1920,Summer,Boreas-2
GRE,2000,Summer,Greece
AUS,2016,Summer,Australia
TPE,1992,Summer,Chinese Taipei
DEN,1992,Summer,Denmark
DEN,1952,Winter,Denmark
POR,1928,Summer,Portugal
ISR,2014,Winter,Israel
USA,1952,Winter,United States
EST,1928,Summer,Estonia
CGO,1992,Summer,Congo (Brazzaville)
SUI,2006,Winter,Switzerland-1
CAN,1968,Summer,Canada
TCH,1992,Summer,Czechoslovakia-2
MTN,1988,Summer,Mauritania
MAD,2016,Summer,Madagascar
CAN,2000,Summer,Canada-2
SYR,2008,Summer,Syria
ITA,1936,Winter,Italy
GUA,2004,Summer,Guatemala
USA,1904,Summer,Vesper Boat Club
BEN,1972,Summer,Benin
USA,1980,Winter,United States-2
GER,2006,Winter,Germany
PER,1976,Summer,Peru
CUB,1964,Summer,Cuba
CHI,1960,Winter,Chile
CUB,1948,Summer,Cuba
JPN,2004,Summer,Japan-2
VIN,2012,Summer,Saint Vincent and the Grenadines
GAM,1988,Summer,Gambia
NED,1964,Summer,Barco Deloro
CHN,2010,Winter,China-2
URS,1968,Summer,Soviet Union
GER,1900,Summer,"Germania Ruder Club, Hamburg-2"
FRA,1932,Winter,France
KUW,1976,Summer,Kuwait
FRA,1900,Summer,Club Nautique de Franais-1
URS,1984,Winter,Soviet Union-1
GER,1964,Summer,Subbnboana
CGO,2012,Summer,Congo (Brazzaville)
SWE,1964,Winter,Sweden
GBR,1956,Winter,Great Britain-1
TUR,2000,Summer,Turkey
GBR,2002,Winter,Great Britain-2
LAO,2016,Summer,Laos
ANZ,1912,Summer,Australasia
JPN,2016,Summer,Japan
RSA,1956,Summer,Yeoman V
SUI,1932,Summer,Switzerland
NRU,2008,Summer,Nauru
EGY,1906,Summer,Egypt
LAT,2000,Summer,Latvia
MAS,1976,Summer,Malaysia
CAN,1994,Winter,Canada-3
GRE,2004,Summer,Greece-2
MGL,2000,Summer,Mongolia
NOR,1980,Winter,Norway
PUR,1948,Summer,Puerto Rico
SUI,2016,Summer,Switzerland
NGR,2004,Summer,Nigeria
NED,2016,Summer,Netherlands
USA,1994,Winter,United States-3
FRA,1956,Winter,France-2
MNE,2008,Summer,Montenegro
RUS,1996,Summer,Russia
MLT,1984,Summer,Malta
VEN,1984,Summer,Venezuela
GRE,1948,Summer,Greece
HAI,1928,Summer,Haiti
SUI,1948,Summer,Ylliam VII
CHI,1976,Summer,Chile
NED,1928,Summer,Kemphaan
USA,1932,Summer,Jupiter
EST,2000,Summer,Estonia
CYP,2006,Winter,Cyprus
SMR,1994,Winter,San Marino
AND,2016,Summer,Andorra
ESP,1924,Summer,Spain-1
CHI,1952,Summer,Chile
URS,1968,Winter,Soviet Union-1
PHI,1948,Summer,Philippines
GBR,1908,Summer,Hera-1
ZAM,1984,Summer,Zambia
NZL,1936,Summer,New Zealand
CHN,2002,Winter,China
CUB,2012,Summer,Cuba
GEQ,2016,Summer,Equatorial Guinea
BUL,2012,Summer,Bulgaria
DEN,1952,Summer,Snude
LIB,1984,Winter,Lebanon
ARG,1994,Winter,Argentina
ITA,2016,Summer,Italy-2
GER,2014,Winter,Germany
COM,1996,Summer,Comoros
JPN,1972,Summer,Japan
IRI,1972,Winter,Iran
PRK,1996,Summer,North Korea-2
HAI,2004,Summer,Haiti
FRA,1900,Summer,Pupilles de Neptune de Lille #1-3
HUN,1976,Summer,Hungary
FRA,1960,Winter,France
UGA,1972,Summer,Uganda
MLT,1960,Summer,Malta
AUS,2000,Summer,Australia
ANG,2000,Summer,Angola
DMA,2016,Summer,Dominica
SWE,1920,Summer,Sweden-2
SUI,2008,Summer,Switzerland-1
KOR,1996,Summer,South Korea
MLT,1980,Summer,Malta
USA,1960,Summer,United States
ARG,1948,Summer,Argentina
NOR,1932,Winter,Norway
ISR,1996,Summer,Israel
RUS,2012,Summer,Russia
PHI,1988,Winter,Philippines
CMR,2002,Winter,Cameroon
ESP,1928,Summer,Fruits
CZE,2006,Winter,Czech Republic-1
JPN,1994,Winter,Japan-2
BAH,1964,Summer,Gem
BER,2004,Summer,Bermuda
LAT,1994,Winter,Latvia
VEN,1972,Summer,Venezuela
QAT,1996,Summer,Qatar
BEL,1948,Winter,Belgium
GBR,1908,Summer,Ireland-3
GER,1908,Summer,Germany
MAL,1960,Summer,Malaya
MGL,1994,Winter,Mongolia
KEN,1984,Summer,Kenya
GBR,1920,Summer,Great Britain-2
INA,2004,Summer,Indonesia
EST,1936,Summer,Estonia
GBR,1908,Summer,Great Britain-4
LBR,2004,Summer,Liberia
ANT,2008,Summer,Antigua and Barbuda
MEX,1956,Summer,Mexico
USA,1904,Summer,St. Louis Southwest Turnverein #2-3
GBR,1928,Winter,Great Britain-2
LTU,1928,Winter,Lithuania
ROU,1980,Winter,Romania
NOR,2006,Winter,Norway
BUL,1932,Summer,Bulgaria
POL,2000,Summer,Poland-1
YUG,1948,Summer,Yugoslavia
BRA,2000,Summer,Brazil-1
STP,1996,Summer,Sao Tome and Principe
ITA,1936,Winter,Italy-2
NED,2006,Winter,Netherlands-2
PAK,2016,Summer,Pakistan
TUR,1952,Summer,Turkey
COM,2012,Summer,Comoros
ETH,1972,Summer,Ethiopia
LBA,2016,Summer,Libya
IND,1924,Summer,India-1
SUI,1984,Winter,Switzerland-2
RUS,1900,Summer,Russia
LTU,1992,Summer,Lithuania
USA,1992,Summer,United States
TJK,2014,Winter,Tajikistan
FRA,1956,Summer,Kannibaltje
KOR,2012,Summer,South Korea
GUY,2008,Summer,Guyana
PHI,2000,Summer,Philippines
MAW,2000,Summer,Malawi
ROU,2008,Summer,Romania
JAM,2004,Summer,Jamaica
FRG,1972,Summer,West Germany-1
BRA,2006,Winter,Brazil
KSA,1992,Summer,Saudi Arabia
USA,1904,Summer,United States-4
HUN,2004,Summer,Hungary
FRA,1920,Summer,Rose Pompon
CAN,1956,Summer,Tomahawk II
RUS,2002,Winter,Russia
USA,1956,Winter,United States
ROU,1980,Winter,Romania-1
CRO,2004,Summer,Croatia
URU,2000,Summer,Uruguay
GBS,2004,Summer,Guinea Bissau
RUS,2010,Winter,Russia-3
USA,1992,Winter,United States-2
NOR,1960,Winter,Norway
CIV,1964,Summer,Cote d'Ivoire
TTO,2002,Winter,Trinidad and Tobago
HKG,2012,Summer,Hong Kong
MAS,1992,Summer,Malaysia-1
RUS,1912,Summer,Russia
SUD,1972,Summer,Sudan
SUI,1968,Winter,Switzerland-2
GDR,1988,Summer,East Germany
BAH,1988,Summer,Bahamas
TTO,1988,Summer,Trinidad and Tobago
YUG,1984,Winter,Yugoslavia-2
SLO,2004,Summer,Slovenia-1
GUI,1984,Summer,Guinea
GBR,1998,Winter,Great Britain
GRE,1906,Summer,"Phalainis ton Thorichtou ""Hydra""-2"
AUS,1976,Summer,Australia
GRE,1968,Winter,Greece
GBR,1906,Summer,Omilos Ereton Smyrnis
THA,1996,Summer,Thailand
YUG,1960,Summer,Cha-Cha III
CUB,1948,Summer,Kurush II
NED,1948,Summer,Netherlands
LIE,1964,Summer,Liechtenstein
AFG,1956,Summer,Afghanistan
AUS,1952,Summer,Australia
BUL,1960,Summer,Bulgaria
GEO,2014,Winter,Georgia
GDR,1984,Winter,East Germany-1
FRA,1924,Summer,Sandra
YUG,1980,Summer,Yugoslavia
GBR,2014,Winter,Great Britain
SOM,2012,Summer,Somalia
CAN,1968,Winter,Canada-2
GBR,1924,Summer,Emily
USA,2016,Summer,United States
NOR,1992,Winter,Norway
LIE,1996,Summer,Liechtenstein
BRA,1998,Winter,Brazil
EGY,1996,Summer,Egypt
AHO,2000,Summer,Netherlands Antilles
FIJ,1968,Summer,Fiji
ISL,1948,Summer,Iceland
MGL,1984,Winter,Mongolia
GUM,1988,Winter,Guam
GRE,1928,Summer,Greece
GUI,1968,Summer,Guinea
SWE,1908,Summer,Vinga-1
SUI,1960,Summer,Ali-Baba VI
FRG,1984,Summer,West Germany
BRA,2014,Winter,Brazil
CAN,2008,Summer,Gran Gesto
NOR,1988,Summer,Norway
TAN,1984,Summer,Tanzania
CAN,1900,Summer,Canada
NOR,2008,Summer,Norway
THA,2012,Summer,Thailand
FRA,1900,Summer,Rowing Club Castillon-3
SMR,2008,Summer,San Marino
BUL,1952,Winter,Bulgaria
LUX,2000,Summer,Luxembourg
SWE,1988,Summer,Sweden
RUS,2014,Winter,Russia-3
TUR,1968,Winter,Turkey
NED,1960,Summer,Trintel II
USA,1904,Summer,Boston Archers
MAR,1992,Summer,Morocco
LAT,1992,Winter,Latvia-1
SWZ,2008,Summer,Swaziland
GER,2014,Winter,Germany-3
BRA,2002,Winter,Brazil
PAK,2000,Summer,Pakistan
CAN,2002,Winter,Canada
BUL,1956,Winter,Bulgaria
AUS,1956,Summer,Paula
ARG,2008,Summer,Argentina
IRL,1956,Summer,Ireland
BRA,1988,Summer,Brazil
MLT,1992,Summer,Malta
